"	Category","	Event","	Event Display Name","	Event Description","	Event Volume","	Event Query Volume","	Event Schema Status","	Event First Seen","	Event Last Seen","	Event Number of Properties","	Event Property","	Property Description","	Property Type","	Property Schema Status","	Property Is Required","	Property Is Array","	Property Enum Options","	Property Regex","	Property First Seen","	Property Last Seen"
"	","	","	","	","	","	","	","	","	","	","	title","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	url","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	Viewed https://www.secfi.com/adfasdf Page","	","	","	0","	0","	added","	2020-04-01","	2020-04-01","	5","	","	","	","	","	","	","	","	","	","	"
"	","	","	","	","	","	","	","	","	","	","	name","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	path","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	pathname","	","	any","	added","	false","	false","	","	","	2019-09-25","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	title","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	url","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	Viewed https://www.secfi.com/admin Page","	","	","	0","	0","	added","	2020-04-01","	2020-04-01","	5","	","	","	","	","	","	","	","	","	","	"
"	","	","	","	","	","	","	","	","	","	","	name","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	path","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	pathname","	","	any","	added","	false","	false","	","	","	2019-09-25","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	title","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	url","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	Viewed https://www.secfi.com/apply-shares/ Page","	","	","	0","	0","	added","	2020-03-28","	2020-03-28","	5","	","	","	","	","	","	","	","	","	","	"
"	","	","	","	","	","	","	","	","	","	","	name","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	path","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	pathname","	","	any","	added","	false","	false","	","	","	2019-09-25","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	title","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	url","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	Viewed https://www.secfi.com/assets/secfi-600x600 Page","	","	","	0","	0","	added","	2020-03-30","	2020-03-30","	5","	","	","	","	","	","	","	","	","	","	"
"	","	","	","	","	","	","	","	","	","	","	name","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	path","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	pathname","	","	any","	added","	false","	false","	","	","	2019-09-25","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	title","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	url","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	Viewed https://www.secfi.com/blog Page","	","	","	0","	0","	added","	2020-04-01","	2020-04-01","	5","	","	","	","	","	","	","	","	","	","	"
"	","	","	","	","	","	","	","	","	","	","	name","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	path","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	pathname","	","	any","	added","	false","	false","	","	","	2019-09-25","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	title","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	url","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	Viewed https://www.secfi.com/callback/docusign/ Page","	","	","	0","	0","	added","	2020-04-01","	2020-07-20","	6","	","	","	","	","	","	","	","	","	","	"
"	","	","	","	","	","	","	","	","	","	","	name","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	path","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	referrer","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	search","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	title","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	url","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	Viewed https://www.secfi.com/callback/docusign/?callbackUrl=%2fdashboard%2ffinancing%2fautomattic%2f%3fstatus%3dprocessing&status=signed&env=201088d5-d980-4412-b196-e5ec83859338&pf=abf4a247-84ee-4c64-b15c-d54cbb26303b&r=090c5a5f-c5f4-4541-8812-9a9dddcd3f6d Page","	","	","	0","	0","	added","	2020-03-31","	2020-03-31","	7","	","	","	","	","	","	","	","	","	","	"
"	","	","	","	","	","	","	","	","	","	","	name","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	path","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	pathname","	","	any","	added","	false","	false","	","	","	2019-09-25","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	referrer","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	search","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	title","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	url","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	Viewed https://www.secfi.com/callback/docusign/?callbackUrl=%2fdashboard%2ffinancing%2fblablacar%2f%3fstatus%3dprocessing%23introduction&status=signed&env=f135e8e1-9cbb-476c-83d2-30c40025437b&pf=7019087c-7353-4e95-8742-1ba96cf570e5&r=6f53dfab-4fb4-4b09-9bf6-e068e4986768 Page","	","	","	0","	0","	added","	2020-04-01","	2020-04-01","	7","	","	","	","	","	","	","	","	","	","	"
"	","	","	","	","	","	","	","	","	","	","	name","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	path","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	pathname","	","	any","	added","	false","	false","	","	","	2019-09-25","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	referrer","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	search","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	title","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	url","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	Viewed https://www.secfi.com/callback/docusign/?callbackUrl=%2fdashboard%2ffinancing%2fcoursera%2f%3fstatus%3dprocessing&status=signed&env=7b52b7b9-e165-46c0-ae1b-7d551a9bac2b&pf=abf4a247-84ee-4c64-b15c-d54cbb26303b&r=6b97657f-f348-4041-aa50-08bb5cc4c9f4 Page","	","	","	0","	0","	added","	2020-04-01","	2020-04-01","	7","	","	","	","	","	","	","	","	","	","	"
"	","	","	","	","	","	","	","	","	","	","	name","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	path","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	pathname","	","	any","	added","	false","	false","	","	","	2019-09-25","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	referrer","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	search","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	title","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	url","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	Viewed https://www.secfi.com/callback/docusign/?callbackUrl=%2fdashboard%2ffinancing%2fcredit-karma%2f%3fstatus%3dprocessing%23introduction&status=signed&env=cf1e01fa-388d-48bb-9051-c79c36213515&pf=7019087c-7353-4e95-8742-1ba96cf570e5&r=f351f580-b37b-4631-9b0d-0ce0ecd29586 Page","	","	","	0","	0","	added","	2020-03-27","	2020-03-27","	7","	","	","	","	","	","	","	","	","	","	"
"	","	","	","	","	","	","	","	","	","	","	name","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	path","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	pathname","	","	any","	added","	false","	false","	","	","	2019-09-25","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	referrer","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	search","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	title","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	url","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	Viewed https://www.secfi.com/callback/docusign/?callbackUrl=%2fdashboard%2ffinancing%2fcredit-karma%2f%3fstatus%3dprocessing&status=signed&env=ef6ded46-9cf9-47b6-af60-9faf351f78fd&pf=abf4a247-84ee-4c64-b15c-d54cbb26303b&r=e4c1493c-f9f5-4b62-ad7d-209e8684cf35 Page","	","	","	0","	0","	added","	2020-03-27","	2020-03-27","	7","	","	","	","	","	","	","	","	","	","	"
"	","	","	","	","	","	","	","	","	","	","	name","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	path","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	pathname","	","	any","	added","	false","	false","	","	","	2019-09-25","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	referrer","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	search","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	title","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	url","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	Viewed https://www.secfi.com/callback/docusign/?callbackUrl=%2fdashboard%2ffinancing%2fcredit-karma%2fw9form%2f%3fw9processing&status=signed&env=8f1f72b1-5c27-43ad-9312-8289edcf6292&pf=aa35fcbe-86e4-4465-a26c-e28d35c63ba0&r=38d1bd44-38a8-4ed1-89ef-0f0d98899c62 Page","	","	","	0","	0","	added","	2020-03-30","	2020-03-30","	7","	","	","	","	","	","	","	","	","	","	"
"	","	","	","	","	","	","	","	","	","	","	name","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	path","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	pathname","	","	any","	added","	false","	false","	","	","	2019-09-25","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	referrer","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	search","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	title","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	url","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	Viewed https://www.secfi.com/callback/docusign/?callbackUrl=%2fdashboard%2ffinancing%2fdoordash%2f%3fstatus%3dprocessing%23introduction&status=signed&env=10174234-cf40-4140-99c4-5af48f250ec1&pf=7019087c-7353-4e95-8742-1ba96cf570e5&r=ece89a55-7331-4537-a287-5bfce58a2149 Page","	","	","	0","	0","	added","	2020-03-25","	2020-03-25","	7","	","	","	","	","	","	","	","	","	","	"
"	","	","	","	","	","	","	","	","	","	","	name","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	path","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	pathname","	","	any","	added","	false","	false","	","	","	2019-09-25","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	referrer","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	search","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	title","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	url","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	Viewed https://www.secfi.com/callback/docusign/?callbackUrl=%2fdashboard%2ffinancing%2fdoordash%2f%3fstatus%3dprocessing&status=signed&env=6375dcf7-7570-4b9f-bc32-f503c298c453&pf=abf4a247-84ee-4c64-b15c-d54cbb26303b&r=2029f54a-66e9-4cb8-8e36-16aba61853d7 Page","	","	","	0","	0","	added","	2020-03-20","	2020-03-20","	7","	","	","	","	","	","	","	","	","	","	"
"	","	","	","	","	","	","	","	","	","	","	name","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	path","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	pathname","	","	any","	added","	false","	false","	","	","	2019-09-25","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	referrer","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	search","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	title","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	url","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	Viewed https://www.secfi.com/callback/docusign/?callbackUrl=%2fdashboard%2ffinancing%2fdoordash%2f%3fstatus%3dprocessing&status=signed&env=64cb1cf1-6e8d-40fb-bbb6-e0665ce62917&pf=abf4a247-84ee-4c64-b15c-d54cbb26303b&r=1812f444-049f-437a-b8dc-1e9b7437870e Page","	","	","	0","	0","	added","	2020-03-23","	2020-03-23","	7","	","	","	","	","	","	","	","	","	","	"
"	","	","	","	","	","	","	","	","	","	","	name","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	path","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	pathname","	","	any","	added","	false","	false","	","	","	2019-09-25","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	referrer","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	search","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	title","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	","	","	","	","	","	","	","	","	","	url","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
"	","	Viewed https://www.secfi.com/callback/docusign/?callbackUrl=%2fdashboard%2ffinancing%2fdoordash%2f%3fstatus%3dprocessing&status=signed&env=79cda65e-6d25-456c-8a22-2e61f9ff2516&pf=abf4a247-84ee-4c64-b15c-d54cbb26303b&r=4053b9b8-a67c-4f4d-b895-c597e2a5eca3 Page","	","	","	0","	0","	added","	2020-03-30","	2020-03-30","	7","	","	","	","	","	","	","	","	","	","	"
"	","	","	","	","	","	","	","	","	","	","	name","	","	any","	added","	false","	false","	","	","	2019-09-26","	2021-04-07"
